PG.Genes	PG.ProteinDescriptions	PG.UniProtIds	human_gene_id	current_symbol	gene_mapping_method	detected_sample_n	detection_fraction	median_log2_intensity_observed	selected_gene_representative	passes_detection_50pct	source_row
ANXA2	Annexin A2;Isoform 2 of Annexin A2	P07355;P07355-2	302	ANXA2	official_exact	47	1.0	6.746002710900059	True	True	433
HSD17B10	3-hydroxyacyl-CoA dehydrogenase type-2;Isoform 2 of 3-hydroxyacyl-CoA dehydrogenase type-2	Q99714;Q99714-2	3028	HSD17B10	official_exact	3	0.06382978723404255	4.415905750516948	True	False	1498
HADHA	Trifunctional enzyme subunit alpha, mitochondrial	P40939	3030	HADHA	official_exact	10	0.2127659574468085	3.9733823429511057	True	False	859
HADHB	Trifunctional enzyme subunit beta, mitochondrial;Isoform 2 of Trifunctional enzyme subunit beta, mitochondrial	P55084;P55084-2	3032	HADHB	official_exact	11	0.23404255319148937	6.376925282986897	True	False	977
HAL	Histidine ammonia-lyase;Isoform 2 of Histidine ammonia-lyase	P42357;P42357-2	3034	HAL	official_exact	12	0.2553191489361702	4.49862352295153	True	False	865
HARS1	Histidine--tRNA ligase, cytoplasmic;Isoform 4 of Histidine--tRNA ligase, cytoplasmic	P12081;P12081-4	3035	HARS1	official_exact	11	0.23404255319148937	4.008980271301403	True	False	551
HBA1	Hemoglobin subunit alpha	P69905	3039	HBA1	official_exact	14	0.2978723404255319	4.897959703664622	True	False	1085
HBB	Hemoglobin subunit beta	P68871	3043	HBB	official_exact	13	0.2765957446808511	5.701052692787749	True	False	1083
SERPIND1	Heparin cofactor 2	P05546	3053	SERPIND1	official_exact	19	0.40425531914893614	4.654734349534248	True	False	403
ANXA3	Annexin A3	P12429	306	ANXA3	official_exact	40	0.851063829787234	5.422964497408486	True	True	559
HDGF	Hepatoma-derived growth factor;Isoform 2 of Hepatoma-derived growth factor;Isoform 3 of Hepatoma-derived growth factor	P51858;P51858-2;P51858-3	3068	HDGF	official_exact	4	0.0851063829787234	3.8398621783579316	True	False	947
HDLBP	Vigilin;Isoform 2 of Vigilin	Q00341;Q00341-2	3069	HDLBP	official_exact	13	0.2765957446808511	3.3846557123379952	True	False	1108
ANXA4	Annexin A4	P09525	307	ANXA4	official_exact	31	0.6595744680851063	4.64383296508302	True	True	488
HEXA	Beta-hexosaminidase subunit alpha	P06865	3073	HEXA	official_exact	45	0.9574468085106383	5.882949530815862	True	True	423
HEXB	Beta-hexosaminidase subunit beta	P07686	3074	HEXB	official_exact	47	1.0	6.490667289444592	True	True	442
CFH	Complement factor H	P08603	3075	CFH	official_exact	46	0.9787234042553191	5.644690602143113	True	True	469
CFHR1	Complement factor H-related protein 1	Q03591	3078	CFHR1	official_exact	14	0.2978723404255319	4.3105241541453	True	False	1130
ANXA5	Annexin A5	P08758	308	ANXA5	official_exact	47	1.0	6.251534563706857	True	True	476
CFHR2	Complement factor H-related protein 2;Isoform Short of Complement factor H-related protein 2	P36980;P36980-2	3080	CFHR2	official_exact	8	0.1702127659574468	4.874803298374893	True	False	838
ST6GALNAC6	Alpha-N-acetylgalactosaminide alpha-2,6-sialyltransferase 6;Isoform 2 of Alpha-N-acetylgalactosaminide alpha-2,6-sialyltransferase 6	Q969X2;Q969X2-2	30815	ST6GALNAC6	official_exact	30	0.6382978723404256	4.510513346079675	True	True	1449
TAX1BP3	Tax1-binding protein 3	O14907	30851	TAX1BP3	official_exact	14	0.2978723404255319	4.02440561104601	True	False	114
ANXA6	Annexin A6;Isoform 2 of Annexin A6	P08133;P08133-2	309	ANXA6	official_exact	22	0.46808510638297873	4.65119061964325	True	False	454
HINT1	Histidine triad nucleotide-binding protein 1	P49773	3094	HINT1	official_exact	4	0.0851063829787234	4.714792743519752	True	False	918
HK1	Hexokinase-1;Isoform 2 of Hexokinase-1;Isoform 3 of Hexokinase-1;Isoform 4 of Hexokinase-1	P19367;P19367-2;P19367-3;P19367-4	3098	HK1	official_exact	10	0.2127659574468085	5.218922172357731	True	False	657
ANXA7	Annexin A7;Isoform 2 of Annexin A7	P20073;P20073-2	310	ANXA7	official_exact	23	0.48936170212765956	4.48886701881907	True	False	667
HK3	Hexokinase-3	P52790	3101	HK3	official_exact	6	0.1276595744680851	4.313897189321156	True	False	955
HLA-A	HLA class I histocompatibility antigen, A alpha chain;Isoform 2 of HLA class I histocompatibility antigen, A alpha chain	P04439;P04439-2	3105	HLA-A	official_exact	23	0.48936170212765956	6.559961905446507	True	False	376
HLA-B	HLA class I histocompatibility antigen, B alpha chain	P01889	3106	HLA-B	official_exact	43	0.9148936170212766	5.149629604566079	True	True	317
HLA-C	HLA class I histocompatibility antigen, C alpha chain	P10321	3107	HLA-C	official_exact	42	0.8936170212765957	5.070530137171576	True	True	528
ANXA11	Annexin A11;Isoform 2 of Annexin A11	P50995;P50995-2	311	ANXA11	official_exact	43	0.9148936170212766	5.230725144420495	True	True	935
HLA-DRA	HLA class II histocompatibility antigen, DR alpha chain	P01903	3122	HLA-DRA	official_exact	11	0.23404255319148937	4.079691478578337	True	False	318
HLA-E	HLA class I histocompatibility antigen, alpha chain E	P13747	3133	HLA-E	official_exact	10	0.2127659574468085	3.9579048940170694	True	False	584
HMGB2	High mobility group protein B2	P26583	3148	HMGB2	official_exact	16	0.3404255319148936	4.774271392922045	True	False	729
HNRNPA2B1	Heterogeneous nuclear ribonucleoproteins A2/B1;Isoform A2 of Heterogeneous nuclear ribonucleoproteins A2/B1	P22626;P22626-2	3181	HNRNPA2B1	official_exact	21	0.44680851063829785	4.455495543648938	True	False	696
HNRNPC	Heterogeneous nuclear ribonucleoproteins C1/C2;Isoform C1 of Heterogeneous nuclear ribonucleoproteins C1/C2;Isoform 4 of Heterogeneous nuclear ribonucleoproteins C1/C2	P07910;P07910-2;P07910-4	3183	HNRNPC	official_exact	10	0.2127659574468085	4.512179201850955	True	False	448
HNRNPD	Heterogeneous nuclear ribonucleoprotein D0;Isoform 2 of Heterogeneous nuclear ribonucleoprotein D0;Isoform 3 of Heterogeneous nuclear ribonucleoprotein D0;Isoform 4 of Heterogeneous nuclear ribonucleoprotein D0	Q14103;Q14103-2;Q14103-3;Q14103-4	3184	HNRNPD	official_exact	16	0.3404255319148936	4.927433459180435	True	False	1213
HNRNPH1	Heterogeneous nuclear ribonucleoprotein H	P31943	3187	HNRNPH1	official_exact	14	0.2978723404255319	4.555031268640665	True	False	793
APOF	Apolipoprotein F	Q13790	319	APOF	official_exact	6	0.1276595744680851	4.651204224179031	True	False	1202
HNRNPK	Heterogeneous nuclear ribonucleoprotein K;Isoform 2 of Heterogeneous nuclear ribonucleoprotein K;Isoform 3 of Heterogeneous nuclear ribonucleoprotein K	P61978;P61978-2;P61978-3	3190	HNRNPK	official_exact	26	0.5531914893617021	4.875529411371394	True	True	1024
HNRNPU	Heterogeneous nuclear ribonucleoprotein U;Isoform 2 of Heterogeneous nuclear ribonucleoprotein U	Q00839;Q00839-2	3192	HNRNPU	official_exact	13	0.2765957446808511	4.9000427597693275	True	False	1113
HP	Haptoglobin	P00738	3240	HP	official_exact	47	1.0	7.397123612013238	True	True	257
APCS	Serum amyloid P-component	P02743	325	APCS	official_exact	24	0.5106382978723404	5.427839016208641	True	True	333
HPR	Haptoglobin-related protein;Isoform 2 of Haptoglobin-related protein	P00739;P00739-2	3250	HPR	official_exact	12	0.2553191489361702	3.7945553830925256	True	False	258
HPRT1	Hypoxanthine-guanine phosphoribosyltransferase	P00492	3251	HPRT1	official_exact	9	0.19148936170212766	4.212439536369	True	False	250
HPX	Hemopexin	P02790	3263	HPX	official_exact	46	0.9787234042553191	6.2839185325187445	True	True	351
APEH	Acylamino-acid-releasing enzyme	P13798	327	APEH	official_exact	14	0.2978723404255319	4.473278469157702	True	False	587
HRG	Histidine-rich glycoprotein	P04196	3273	HRG	official_exact	21	0.44680851063829785	4.880502674359633	True	False	368
APEX1	DNA-(apurinic or apyrimidinic site) endonuclease	P27695	328	APEX1	official_exact	1	0.02127659574468085	4.130978496092704	True	False	737
HSD17B4	Peroxisomal multifunctional enzyme type 2	P51659	3295	HSD17B4	official_exact	4	0.0851063829787234	3.835053193434968	True	False	943
HSPA4	Heat shock 70 kDa protein 4	P34932	3308	HSPA4	official_exact	10	0.2127659574468085	4.107028393449308	True	False	809
HSPA5	Endoplasmic reticulum chaperone BiP	P11021	3309	HSPA5	official_exact	47	1.0	5.930645309841271	True	True	537
HSPA8	Heat shock cognate 71 kDa protein	P11142	3312	HSPA8	official_exact	46	0.9787234042553191	5.213523036004535	True	True	540
HSPA9	Stress-70 protein, mitochondrial	P38646	3313	HSPA9	official_exact	11	0.23404255319148937	4.735771058631077	True	False	844
HSPB1	Heat shock protein beta-1	P04792	3315	HSPB1	official_exact	47	1.0	6.759101566562195	True	True	378
HSP90AA1	Heat shock protein HSP 90-alpha;Isoform 2 of Heat shock protein HSP 90-alpha	P07900;P07900-2	3320	HSP90AA1	official_exact	38	0.8085106382978723	5.496123254251962	True	True	447
HSP90AB1	Heat shock protein HSP 90-beta	P08238	3326	HSP90AB1	official_exact	45	0.9574468085106383	5.7779872663564005	True	True	459
HSPD1	60 kDa heat shock protein, mitochondrial	P10809	3329	HSPD1	official_exact	15	0.3191489361702128	3.6235334680945845	True	False	535
HSPE1	10 kDa heat shock protein, mitochondrial	P61604	3336	HSPE1	official_exact	4	0.0851063829787234	4.609227666074858	True	False	1016
HSPG2	Basement membrane-specific heparan sulfate proteoglycan core protein	P98160	3339	HSPG2	official_exact	47	1.0	6.826321446426758	True	True	1103
NDST1	Bifunctional heparan sulfate N-deacetylase/N-sulfotransferase 1	P52848	3340	NDST1	official_exact	4	0.0851063829787234	4.736186764623881	True	False	956
APOA1	Apolipoprotein A-I	P02647	335	APOA1	official_exact	47	1.0	6.580104534704637	True	True	323
APOA2	Apolipoprotein A-II	P02652	336	APOA2	official_exact	37	0.7872340425531915	4.853695613732055	True	True	325
APOA4	Apolipoprotein A-IV	P06727	337	APOA4	official_exact	43	0.9148936170212766	5.32990621471275	True	True	416
APOB	Apolipoprotein B-100	P04114	338	APOB	official_exact	26	0.5531914893617021	4.6161473601675	True	True	364
ICAM1	Intercellular adhesion molecule 1	P05362	3383	ICAM1	official_exact	34	0.723404255319149	4.767718941355305	True	True	399
S100A7A	Protein S100-A7A	Q86SG5	338324	S100A7A	official_exact	37	0.7872340425531915	5.610268473692949	True	True	1355
APOC1	Apolipoprotein C-I	P02654	341	APOC1	official_exact	8	0.1702127659574468	4.66798090718266	True	False	326
IDE	Insulin-degrading enzyme	P14735	3416	IDE	official_exact	8	0.1702127659574468	4.297637942933479	True	False	600
IDH1	Isocitrate dehydrogenase [NADP] cytoplasmic	O75874	3417	IDH1	official_exact	36	0.7659574468085106	4.359538288281335	True	True	206
IDH2	Isocitrate dehydrogenase [NADP], mitochondrial;Isoform 2 of Isocitrate dehydrogenase [NADP], mitochondrial	P48735;P48735-2	3418	IDH2	official_exact	5	0.10638297872340426	3.446690331071964	True	False	898
IDH3A	Isocitrate dehydrogenase [NAD] subunit alpha, mitochondrial	P50213	3419	IDH3A	official_exact	3	0.06382978723404255	4.899404775976529	True	False	924
IDUA	Alpha-L-iduronidase	P35475	3425	IDUA	official_exact	44	0.9361702127659575	5.663819167494859	True	True	822
KRT27	Keratin, type I cytoskeletal 27	Q7Z3Y8	342574	KRT27	official_exact	1	0.02127659574468085	6.9579031737706005	True	False	1345
CFI	Complement factor I	P05156	3426	CFI	official_exact	43	0.9148936170212766	4.722852547742774	True	True	394
NCCRP1	F-box only protein 50	Q6ZVX7	342897	NCCRP1	official_exact	32	0.6808510638297872	4.963361671596905	True	True	1338
APOC2	Apolipoprotein C-II	P02655	344	APOC2	official_exact	3	0.06382978723404255	5.416940135067793	True	False	327
APOC3	Apolipoprotein C-III	P02656	345	APOC3	official_exact	21	0.44680851063829785	4.262540071865319	True	False	328
APOD	Apolipoprotein D	P05090	347	APOD	official_exact	47	1.0	7.977675680612758	True	True	387
APOE	Apolipoprotein E	P02649	348	APOE	official_exact	46	0.9787234042553191	5.0779771674805865	True	True	324
IGF2	Insulin-like growth factor II;Isoform 2 of Insulin-like growth factor II;Isoform 3 of Insulin-like growth factor II	P01344;P01344-2;P01344-3	3481	IGF2	official_exact	10	0.2127659574468085	4.195427611199088	True	False	280
IGF2R	Cation-independent mannose-6-phosphate receptor	P11717	3482	IGF2R	official_exact	46	0.9787234042553191	4.853033120450565	True	True	547
IGFALS	Insulin-like growth factor-binding protein complex acid labile subunit;Isoform 2 of Insulin-like growth factor-binding protein complex acid labile subunit	P35858;P35858-2	3483	IGFALS	official_exact	1	0.02127659574468085	5.4426865190269735	True	False	827
IGFBP2	Insulin-like growth factor-binding protein 2	P18065	3485	IGFBP2	official_exact	15	0.3191489361702128	4.3877641377699135	True	False	644
IGFBP3	Insulin-like growth factor-binding protein 3;Isoform 2 of Insulin-like growth factor-binding protein 3	P17936;P17936-2	3486	IGFBP3	official_exact	36	0.7659574468085106	4.738853466955478	True	True	641
IGFBP5	Insulin-like growth factor-binding protein 5	P24593	3488	IGFBP5	official_exact	7	0.14893617021276595	4.455140686766668	True	False	715
IGFBP6	Insulin-like growth factor-binding protein 6	P24592	3489	IGFBP6	official_exact	40	0.851063829787234	4.650273005652574	True	True	714
IGFBP7	Insulin-like growth factor-binding protein 7;Isoform 2 of Insulin-like growth factor-binding protein 7	Q16270;Q16270-2	3490	IGFBP7	official_exact	43	0.9148936170212766	4.575048339940441	True	True	1274
IGHA1	Immunoglobulin heavy constant alpha 1	P01876	3493	IGHA1	official_exact	47	1.0	8.570416966400213	True	True	315
IGHA2	Immunoglobulin heavy constant alpha 2	P01877	3494	IGHA2	official_exact	25	0.5319148936170213	7.046321371589482	True	True	316
RTN4RL2	Reticulon-4 receptor-like 2	Q86UN3	349667	RTN4RL2	official_exact	5	0.10638297872340426	4.298607022005671	True	False	1361
APOH	Beta-2-glycoprotein 1	P02749	350	APOH	official_exact	46	0.9787234042553191	5.682213100413342	True	True	338
IGHG2	Immunoglobulin heavy constant gamma 2	P01859	3501	IGHG2	official_exact	47	1.0	6.761599621087293	True	True	311
IGHG3	Immunoglobulin heavy constant gamma 3	P01860	3502	IGHG3	official_exact	30	0.6382978723404256	5.790963349806665	True	True	312
IGHG4	Immunoglobulin heavy constant gamma 4	P01861	3503	IGHG4	official_exact	28	0.5957446808510638	5.869092464019893	True	True	313
IGHM	Immunoglobulin heavy constant mu	P01871	3507	IGHM	official_exact	45	0.9574468085106383	6.402839414755602	True	True	314
APP	Amyloid-beta precursor protein;Isoform 11 of Amyloid-beta precursor protein;Isoform L-APP733 of Amyloid-beta precursor protein;Isoform APP751 of Amyloid-beta precursor protein;Isoform L-APP752 of Amyloid-beta precursor protein	P05067;P05067-11;P05067-7;P05067-8;P05067-9	351	APP	official_exact	37	0.7872340425531915	4.421423721264971	True	True	385
JCHAIN	Immunoglobulin J chain	P01591	3512	JCHAIN	official_exact	47	1.0	7.849329595898433	True	True	281
IGKC	Immunoglobulin kappa constant	P01834	3514	IGKC	official_exact	39	0.8297872340425532	7.883596229292917	True	True	310
APRT	Adenine phosphoribosyltransferase;Isoform 2 of Adenine phosphoribosyltransferase	P07741;P07741-2	353	APRT	official_exact	19	0.40425531914893614	6.020264981282581	True	False	445
IGLC3	Immunoglobulin lambda constant 3	P0DOY3	3539	IGLC3	official_exact	47	1.0	9.021150445662075	True	True	513
IGLL1	Immunoglobulin lambda-like polypeptide 1	P15814	3543	IGLL1	official_exact	42	0.8936170212765957	7.392846299912378	True	True	616
IL1RN	Interleukin-1 receptor antagonist protein;Isoform 2 of Interleukin-1 receptor antagonist protein;Isoform 3 of Interleukin-1 receptor antagonist protein;Isoform 4 of Interleukin-1 receptor antagonist protein	P18510;P18510-2;P18510-3;P18510-4	3557	IL1RN	official_exact	40	0.851063829787234	4.97580339642302	True	True	648
IL6ST	Interleukin-6 receptor subunit beta	P40189	3572	IL6ST	official_exact	13	0.2765957446808511	4.165973012268852	True	False	851
IMPA1	Inositol monophosphatase 1;Isoform 3 of Inositol monophosphatase 1	P29218;P29218-3	3612	IMPA1	official_exact	7	0.14893617021276595	4.538011271430327	True	False	754
IMPDH2	Inosine-5'-monophosphate dehydrogenase 2	P12268	3615	IMPDH2	official_exact	3	0.06382978723404255	5.514434393409244	True	False	556
AQP5	Aquaporin-5	P55064	362	AQP5	official_exact	47	1.0	6.791908779420061	True	True	975
CXCL10	C-X-C motif chemokine 10	P02778	3627	CXCL10	official_exact	42	0.8936170212765957	6.2682745918074385	True	True	348
INPP1	Inositol polyphosphate 1-phosphatase	P49441	3628	INPP1	official_exact	2	0.0425531914893617	4.042857440861791	True	False	908
ITGAM	Integrin alpha-M;Isoform 2 of Integrin alpha-M	P11215;P11215-2	3684	ITGAM	official_exact	13	0.2765957446808511	5.0004596365885945	True	False	541
ITGB2	Integrin beta-2	P05107	3689	ITGB2	official_exact	8	0.1702127659574468	4.807589515882029	True	False	389
EIF6	Eukaryotic translation initiation factor 6	P56537	3692	EIF6	official_exact	28	0.5957446808510638	4.720794110869049	True	True	988
ITIH1	Inter-alpha-trypsin inhibitor heavy chain H1	P19827	3697	ITIH1	official_exact	15	0.3191489361702128	4.502586005641649	True	False	660
ITIH2	Inter-alpha-trypsin inhibitor heavy chain H2	P19823	3698	ITIH2	official_exact	22	0.46808510638297873	4.298535301878145	True	False	659
ACADVL	Very long-chain specific acyl-CoA dehydrogenase, mitochondrial;Isoform 2 of Very long-chain specific acyl-CoA dehydrogenase, mitochondrial;Isoform 3 of Very long-chain specific acyl-CoA dehydrogenase, mitochondrial	P49748;P49748-2;P49748-3	37	ACADVL	official_exact	10	0.2127659574468085	4.859343945521745	True	False	914
ITIH4	Inter-alpha-trypsin inhibitor heavy chain H4;Isoform 2 of Inter-alpha-trypsin inhibitor heavy chain H4;Isoform 3 of Inter-alpha-trypsin inhibitor heavy chain H4;Isoform 4 of Inter-alpha-trypsin inhibitor heavy chain H4	Q14624;Q14624-2;Q14624-3;Q14624-4	3700	ITIH4	official_exact	36	0.7659574468085106	4.659515795619718	True	True	1231
IVL	Involucrin	P07476	3713	IVL	official_exact	31	0.6595744680851063	3.9709759957650586	True	True	439
ARCN1	Coatomer subunit delta;Isoform 2 of Coatomer subunit delta	P48444;P48444-2	372	ARCN1	official_exact	9	0.19148936170212766	4.8936796274887575	True	False	893
JUP	Junction plakoglobin	P14923	3728	JUP	official_exact	19	0.40425531914893614	4.652503212874689	True	False	603
GSTK1	Glutathione S-transferase kappa 1;Isoform 2 of Glutathione S-transferase kappa 1	Q9Y2Q3;Q9Y2Q3-2	373156	GSTK1	official_exact	41	0.8723404255319149	4.217011183384694	True	True	1676
CD82	CD82 antigen;Isoform 2 of CD82 antigen	P27701;P27701-2	3732	CD82	official_exact	23	0.48936170212765956	4.437958006326009	True	False	738
KRT77	Keratin, type II cytoskeletal 1b	Q7Z794	374454	KRT77	official_exact	22	0.46808510638297873	4.774298168698495	True	False	1350
SBSN	Suprabasin	Q6UWP8	374897	SBSN	official_exact	32	0.6808510638297872	5.237293592062914	True	True	1323
MIA3	Transport and Golgi organization protein 1 homolog;Isoform 2 of Transport and Golgi organization protein 1 homolog	Q5JRA6;Q5JRA6-2	375056	MIA3	official_exact	35	0.7446808510638298	4.423998500054091	True	True	1299
AGRN	Isoform 6 of Agrin	O00468-6	375790	AGRN	official_exact	42	0.8936170212765957	4.555366136812266	True	True	94
ARF4	ADP-ribosylation factor 4	P18085	378	ARF4	official_exact	20	0.425531914893617	4.794641670878223	True	False	645
KIF5B	Kinesin-1 heavy chain	P33176	3799	KIF5B	official_exact	13	0.2765957446808511	8.032032606751665	True	False	803
ARF5	ADP-ribosylation factor 5	P84085	381	ARF5	official_exact	7	0.14893617021276595	5.631966781747914	True	False	1096
KIT	Mast/stem cell growth factor receptor Kit;Isoform 2 of Mast/stem cell growth factor receptor Kit	P10721;P10721-2	3815	KIT	official_exact	11	0.23404255319148937	4.168425603838134	True	False	533
KLKB1	Plasma kallikrein	P03952	3818	KLKB1	official_exact	9	0.19148936170212766	3.8202987670078423	True	False	354
KNG1	Isoform LMW of Kininogen-1	P01042-2	3827	KNG1	official_exact	46	0.9787234042553191	5.371627941883182	True	True	278
ARG1	Arginase-1	P05089	383	ARG1	official_exact	36	0.7659574468085106	5.548131146456902	True	True	386
KPNB1	Importin subunit beta-1	Q14974	3837	KPNB1	official_exact	8	0.1702127659574468	5.348225373708205	True	False	1242
